Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,SecondsAfterSunRise,SecondsAfterSunSet
1.24,52,30.43,102,51.81,5.62,45380,2420
1.25,52,30.43,102,69.35,6.75,45682,2722
1.25,52,30.43,102,15.76,4.5,45980,3020
1.23,52,30.43,102,55.42,5.62,46281,3321
1.25,52,30.44,102,88.24,3.37,46588,3628
1.22,52,30.43,102,78.87,5.62,46884,3924
1.27,52,30.44,102,164.27,4.5,47184,4224
1.23,52,30.44,102,113.68,5.62,47481,4521
1.25,52,30.44,102,56.91,7.87,47783,4823
1.27,52,30.44,102,114.11,7.87,48082,5122
1.25,52,30.44,102,130.75,1.12,48381,5421
1.23,52,30.44,102,65.68,2.25,48682,5722
1.23,52,30.44,102,85.71,2.25,48985,6025
1.22,52,30.45,102,60.41,0.0,49283,6323
1.25,52,30.45,102,77.7,3.37,49580,6620
1.29,52,30.45,102,147.02,5.62,49881,6921
1.19,51,30.45,102,142.15,5.62,50184,7224
1.23,51,30.45,102,117.54,4.5,50479,7519
1.19,51,30.45,102,106.7,3.37,50782,7822
1.24,51,30.45,102,70.98,6.75,51087,8127
1.21,51,30.45,102,159.64,1.12,51379,8419
1.25,52,30.45,102,136.26,10.12,51678,8718
1.23,52,30.45,102,87.55,1.12,51979,9019
1.24,52,30.45,102,47.41,7.87,52280,9320
1.24,52,30.46,102,120.13,3.37,52587,9627
1.22,52,30.45,102,104.07,7.87,52884,9924
1.2,51,30.45,102,45.53,5.62,53179,10219
1.24,51,30.45,102,98.62,9.0,53482,10522
1.25,51,30.45,102,10.36,3.37,53790,10830
1.25,51,30.46,102,138.5,5.62,54084,11124
1.26,51,30.46,102,146.7,4.5,54380,11420
1.22,51,30.45,102,141.83,7.87,54680,11720
1.23,51,30.46,102,62.03,3.37,54983,12023
1.22,51,30.46,102,117.84,3.37,55281,12321
1.2,51,30.46,102,91.83,3.37,55588,12628
1.23,51,30.46,102,86.84,4.5,55880,12920
1.24,51,30.46,102,56.12,5.62,56187,13227
1.22,51,30.46,102,73.74,3.37,56479,13519
1.23,51,30.46,102,32.54,5.62,56780,13820
1.26,51,30.46,102,92.87,5.62,57079,14119
1.29,51,30.46,102,153.02,2.25,57383,14423
1.25,51,30.46,102,100.48,1.12,57685,14725
1.25,51,30.46,102,147.65,2.25,58281,15321
1.26,51,30.46,102,34.68,2.25,58587,15627
1.2,51,30.46,102,118.11,5.62,58878,15918
1.22,51,30.46,102,139.67,4.5,59180,16220
1.19,51,30.46,102,35.18,1.12,59478,16518
1.25,51,30.45,102,69.73,6.75,59779,16819
1.24,51,30.45,102,69.02,5.62,60087,17127
1.22,51,30.46,102,95.9,4.5,60381,17421
1.21,51,30.45,102,106.66,6.75,60678,17718
1.25,51,30.45,102,59.46,4.5,60982,18022
1.25,51,30.45,102,135.14,1.12,61287,18327
1.25,51,30.45,102,139.91,3.37,61580,18620
1.23,51,30.45,102,179.75,7.87,61882,18922
1.26,51,30.45,102,103.61,6.75,62184,19224
1.24,50,30.45,102,142.03,3.37,62478,19518
1.24,51,30.44,102,101.05,3.37,62784,19824
1.23,51,30.44,102,28.88,4.5,63083,20123
1.24,50,30.44,102,48.76,3.37,63381,20421
1.22,50,30.44,102,57.88,10.12,63680,20720
1.25,50,30.44,102,117.35,6.75,-22419,-65319
1.22,50,30.44,102,156.54,3.37,-21218,-64118
1.26,50,30.44,102,81.02,1.12,-20920,-63820
1.25,50,30.44,102,186.9,2.25,-20619,-63519
1.25,50,30.44,102,113.74,1.12,-20317,-63217
1.24,50,30.44,102,86.87,3.37,-20020,-62920
1.25,50,30.44,102,90.61,4.5,-19721,-62621
1.25,50,30.44,102,141.68,4.5,-19420,-62320
1.25,50,30.44,102,92.57,1.12,-19119,-62019
1.23,50,30.44,102,85.43,6.75,-18819,-61719
1.23,50,30.44,102,142.29,6.75,-18522,-61422
1.21,50,30.44,102,129.0,6.75,-18219,-61119
1.23,50,30.44,102,86.97,2.25,-17917,-60817
1.23,50,30.44,102,98.02,3.37,-17619,-60519
1.24,50,30.44,102,116.68,7.87,-17313,-60213
1.22,50,30.44,102,122.41,5.62,-17017,-59917
1.22,50,30.44,102,135.11,2.25,-16721,-59621
1.21,50,30.44,102,105.07,1.12,-16421,-59321
1.24,49,30.44,102,95.98,3.37,-16116,-59016
1.22,49,30.44,102,72.86,1.12,-15813,-58713
1.24,49,30.44,102,103.34,2.25,-15520,-58420
1.26,49,30.44,102,115.85,4.5,-15219,-58119
1.23,49,30.43,102,136.06,5.62,-14914,-57814
1.24,49,30.43,102,121.64,1.12,-14618,-57518
1.23,49,30.43,102,101.96,2.25,-14322,-57222
1.2,49,30.43,102,147.64,2.25,-14021,-56921
1.25,49,30.43,102,111.91,1.12,-13720,-56620
1.25,49,30.43,102,140.56,3.37,-13415,-56315
1.22,49,30.42,102,97.63,4.5,-13119,-56019
1.22,48,30.42,102,130.04,5.62,-12819,-55719
1.24,48,30.42,102,160.25,2.25,-12519,-55419
1.25,48,30.42,102,148.21,2.25,-12218,-55118
1.23,48,30.42,102,122.83,1.12,-11918,-54818
1.21,47,30.42,102,121.41,3.37,-11620,-54520
1.21,47,30.42,102,138.92,7.87,-11315,-54215
1.24,47,30.42,102,131.66,3.37,-11021,-53921
1.22,47,30.42,102,141.15,7.87,-10721,-53621
1.2,47,30.42,102,164.64,3.37,-10414,-53314
1.22,47,30.42,102,128.25,9.0,-10112,-53012
1.23,47,30.42,102,118.41,5.62,-9814,-52714
1.22,47,30.42,102,123.02,2.25,-9517,-52417
1.23,47,30.42,101,165.12,1.12,-9211,-52111
1.21,47,30.42,101,79.89,1.12,-8919,-51819
1.21,47,30.42,100,143.9,2.25,-8617,-51517
1.24,48,30.42,100,141.7,7.87,-8321,-51221
1.24,48,30.42,99,106.53,7.87,-8018,-50918
1.25,48,30.42,99,131.12,9.0,-7714,-50614
1.23,48,30.42,99,150.45,9.0,-7418,-50318
1.24,48,30.42,98,142.57,11.25,-7120,-50020
1.25,48,30.42,97,138.49,7.87,-6819,-49719
1.23,48,30.42,96,140.69,7.87,-6520,-49420
1.23,49,30.42,96,176.07,4.5,-6221,-49121
1.23,49,30.42,95,157.52,6.75,-5918,-48818
1.25,48,30.42,95,167.82,5.62,-5620,-48520
1.23,48,30.42,94,162.66,4.5,-5319,-48219
1.21,48,30.42,93,153.9,7.87,-5020,-47920
1.2,48,30.42,92,149.13,2.25,-4713,-47613
1.29,48,30.42,92,144.12,4.5,-4422,-47322
1.22,49,30.42,93,129.82,12.37,-4114,-47014
1.23,48,30.42,93,136.35,4.5,-3819,-46719
1.23,48,30.42,93,144.97,2.25,-3517,-46417
1.21,48,30.42,92,159.24,5.62,-3219,-46119
1.24,48,30.42,92,159.0,1.12,-2917,-45817
1.23,48,30.42,93,151.19,3.37,-2616,-45516
1.21,48,30.42,90,108.76,2.25,-2318,-45218
1.25,48,30.42,90,84.7,1.12,-2022,-44922
1.19,48,30.42,90,61.26,2.25,-1719,-44619
1.21,48,30.42,89,110.74,6.75,-1421,-44321
1.17,48,30.42,89,93.95,2.25,-1116,-44016
1.26,48,30.42,89,158.26,2.25,-820,-43720
1.37,48,30.42,84,157.21,6.75,-520,-43420
2.05,48,30.42,81,181.81,10.12,-214,-43114
2.96,48,30.42,80,187.05,6.75,85,-42815
6.92,48,30.43,80,76.1,4.5,382,-42518
12.52,48,30.43,81,128.26,7.87,679,-42221
19.7,49,30.43,81,119.1,3.37,983,-41917
28.31,49,30.43,79,143.71,5.62,1281,-41619
38.87,49,30.43,80,146.68,5.62,1579,-41321
51.45,49,30.43,81,156.79,7.87,1883,-41017
64.13,48,30.43,80,146.68,7.87,2180,-40720
77.75,49,30.43,81,142.92,6.75,2480,-40420
94.56,49,30.44,82,137.18,3.37,2782,-40118
110.48,49,30.44,84,170.22,3.37,3079,-39821
120.53,49,30.44,86,120.61,5.62,3382,-39518
157.14,49,30.44,86,78.38,7.87,3681,-39219
176.49,50,30.44,86,141.85,9.0,3987,-38913
177.14,50,30.45,85,115.89,4.5,4281,-38619
194.03,51,30.45,84,173.57,6.75,4583,-38317
193.93,51,30.45,85,134.7,7.87,4882,-38018
200.78,51,30.45,84,140.83,6.75,5179,-37721
227.57,52,30.45,85,174.02,4.5,5481,-37419
211.05,52,30.45,86,119.51,6.75,5783,-37117
221.45,52,30.45,87,72.11,10.12,6083,-36817
272.34,52,30.45,89,121.05,13.5,6378,-36522
294.95,53,30.45,90,119.89,11.25,6682,-36218
283.24,53,30.45,90,134.49,12.37,6983,-35917
237.31,53,30.46,90,109.28,4.5,7582,-35318
231.58,53,30.46,91,105.3,6.75,7887,-35013
246.02,54,30.46,91,101.47,12.37,8182,-34718
284.67,54,30.46,90,120.16,11.25,8481,-34419
315.44,54,30.46,91,89.33,5.62,8784,-34116
346.55,54,30.46,91,148.56,7.87,9085,-33815
312.42,54,30.46,90,123.13,10.12,9380,-33520
341.58,54,30.47,91,163.55,7.87,9681,-33219
371.76,55,30.47,91,123.38,10.12,9983,-32917
344.63,55,30.47,90,113.31,9.0,10278,-32622
350.42,55,30.47,89,139.28,5.62,10583,-32317
397.8,56,30.47,89,103.9,6.75,10882,-32018
414.76,56,30.47,90,72.97,4.5,11182,-31718
429.39,56,30.47,89,107.09,4.5,11481,-31419
460.27,56,30.47,93,335.9,4.5,11779,-31121
403.39,55,30.47,93,98.71,6.75,12083,-30817
354.58,55,30.47,95,4.12,4.5,12384,-30516
382.15,55,30.47,95,1.32,4.5,12683,-30217
397.5,55,30.47,97,2.83,3.37,12980,-29920
445.22,55,30.47,97,35.78,7.87,13290,-29610
442.77,55,30.47,98,154.4,1.12,13581,-29319
556.98,55,30.47,98,67.12,9.0,13888,-29012
495.76,55,30.47,99,88.28,11.25,14184,-28716
518.0,55,30.47,99,349.64,9.0,14484,-28416
479.73,56,30.47,98,334.72,3.37,14778,-28122
452.64,56,30.47,97,97.67,6.75,15078,-27822
484.57,56,30.47,97,72.57,12.37,15383,-27517
500.38,55,30.47,98,340.96,10.12,15678,-27222
491.43,55,30.47,98,31.77,3.37,15985,-26915
564.08,55,30.47,99,8.28,12.37,16282,-26618
504.83,55,30.47,99,34.58,1.12,16584,-26316
416.66,55,30.46,99,0.12,6.75,16880,-26020
377.38,55,30.46,99,82.92,9.0,17182,-25718
339.04,55,30.46,99,49.65,4.5,17482,-25418
270.56,54,30.46,100,32.1,9.0,17783,-25117
325.89,54,30.46,100,68.19,4.5,18079,-24821
263.97,54,30.46,100,33.07,2.25,18383,-24517
297.2,54,30.46,100,69.03,9.0,18681,-24219
361.15,54,30.46,100,80.63,6.75,18978,-23922
277.04,54,30.46,100,42.47,10.12,19282,-23618
287.07,54,30.46,101,40.16,7.87,19580,-23320
312.65,54,30.45,101,132.3,5.62,19880,-23020
271.04,54,30.45,101,63.03,4.5,20182,-22718
283.73,54,30.45,101,31.57,5.62,20480,-22420
374.87,54,30.45,101,0.1,5.62,20780,-22120
502.9,54,30.45,101,81.45,4.5,21078,-21822
572.72,54,30.45,101,65.84,5.62,21380,-21520
462.99,55,30.45,101,163.52,2.25,21681,-21219
367.89,55,30.45,101,54.98,9.0,21982,-20918
408.98,54,30.45,101,359.93,4.5,22283,-20617
393.86,54,30.45,101,53.26,5.62,22580,-20320
384.88,55,30.44,101,7.62,2.25,22883,-20017
357.38,54,30.44,101,83.95,5.62,23179,-19721
256.51,54,30.44,101,30.04,4.5,23481,-19419
257.27,55,30.44,101,314.76,7.87,23780,-19120
216.73,54,30.44,101,75.44,3.37,24080,-18820
215.19,54,30.44,101,18.88,9.0,24380,-18520
292.29,54,30.44,101,92.36,9.0,24679,-18221
357.22,54,30.43,101,66.3,13.5,24979,-17921
336.57,54,30.43,101,93.1,4.5,25280,-17620
358.42,54,30.43,101,96.22,7.87,25579,-17321
430.46,54,30.43,101,47.18,5.62,25878,-17022
384.65,54,30.43,101,61.6,2.25,26478,-16422
391.82,54,30.43,101,71.55,6.75,26781,-16119
367.41,54,30.43,101,30.73,7.87,27081,-15819
321.0,54,30.43,101,36.54,4.5,27385,-15515
265.47,54,30.43,101,78.11,3.37,27681,-15219
256.74,54,30.43,101,10.76,7.87,27982,-14918
153.21,54,30.43,101,123.26,2.25,28279,-14621
141.58,54,30.43,101,26.83,1.12,28580,-14320
164.57,53,30.42,101,10.12,3.37,28885,-14015
170.56,54,30.42,101,28.37,1.12,29182,-13718
211.46,54,30.42,102,84.85,5.62,29478,-13422
142.93,54,30.42,102,353.35,5.62,29780,-13120
157.07,53,30.42,102,65.63,12.37,30082,-12818
195.02,53,30.42,102,82.51,7.87,30381,-12519
177.67,53,30.41,102,86.79,2.25,30680,-12220
148.35,53,30.42,102,11.41,5.62,30980,-11920
148.06,53,30.42,102,62.1,1.12,31282,-11618
167.74,53,30.42,102,56.61,9.0,31579,-11321
188.14,53,30.42,102,56.08,6.75,31883,-11017
182.51,53,30.42,102,141.3,6.75,32179,-10721
135.68,53,30.42,102,83.61,7.87,32480,-10420
136.94,53,30.42,102,67.93,4.5,32780,-10120
171.69,53,30.42,102,354.88,4.5,33083,-9817
159.98,53,30.42,102,43.53,5.62,33380,-9520
210.88,53,30.42,102,6.56,2.25,33683,-9217
205.49,53,30.41,102,106.5,4.5,33982,-8918
290.28,53,30.41,102,150.65,5.62,34283,-8617
233.29,53,30.41,102,89.47,10.12,34580,-8320
187.04,53,30.41,102,42.83,4.5,34881,-8019
169.82,53,30.41,102,90.96,5.62,35181,-7719
237.18,53,30.41,102,45.49,4.5,35487,-7413
199.36,53,30.41,102,86.18,5.62,35781,-7119
185.82,54,30.41,102,74.67,2.25,36079,-6821
157.89,53,30.41,102,99.45,3.37,36383,-6517
131.69,53,30.41,102,94.7,3.37,36680,-6220
93.56,53,30.41,102,55.29,3.37,36984,-5916
101.41,53,30.42,102,91.21,3.37,37281,-5619
86.18,53,30.41,102,86.02,3.37,37582,-5318
78.98,53,30.42,102,49.38,9.0,37879,-5021
71.75,53,30.42,102,58.98,6.75,38187,-4713
60.67,53,30.42,102,60.98,5.62,38479,-4421
53.23,53,30.41,102,40.49,4.5,38780,-4120
66.45,53,30.42,102,46.09,3.37,39080,-3820
58.71,53,30.42,102,53.36,4.5,39381,-3519
57.84,52,30.42,102,58.89,2.25,39686,-3214
55.62,52,30.42,102,166.43,3.37,39985,-2915
51.74,52,30.42,102,116.37,9.0,40282,-2618
44.82,52,30.42,102,119.13,12.37,40582,-2318
36.24,52,30.42,102,186.84,6.75,40882,-2018
28.67,52,30.42,102,147.6,4.5,41182,-1718
22.0,52,30.42,102,61.77,7.87,41481,-1419
16.33,52,30.42,102,102.75,4.5,41786,-1114
11.42,52,30.42,102,122.06,10.12,42080,-820
5.89,52,30.42,102,141.6,5.62,42385,-515
2.63,52,30.42,102,113.06,5.62,42684,-216
1.69,52,30.43,102,91.97,7.87,42986,86
1.26,52,30.43,101,188.51,4.5,43282,382
1.23,52,30.43,101,135.9,4.5,43580,680
1.24,52,30.43,101,123.72,6.75,44181,1281
1.26,52,30.43,100,73.35,10.12,44502,1602
1.18,52,30.43,100,132.78,5.62,44782,1882
1.21,52,30.43,100,67.67,2.25,45080,2180
1.23,52,30.43,100,148.03,5.62,45380,2480
1.23,52,30.43,100,67.87,5.62,45685,2785
1.25,52,30.43,100,56.25,3.37,45981,3081
1.21,52,30.44,99,98.03,4.5,46280,3380
1.24,52,30.44,99,139.21,10.12,46584,3684
1.26,52,30.44,99,143.71,5.62,46881,3981
1.25,52,30.44,98,167.29,4.5,47181,4281
1.27,52,30.44,98,163.75,5.62,47479,4579
1.26,52,30.44,99,169.63,9.0,47781,4881
1.26,52,30.44,98,159.23,6.75,48084,5184
1.21,52,30.44,98,120.36,2.25,48382,5482
1.27,52,30.45,98,73.75,1.12,48678,5778
1.22,52,30.45,98,111.93,3.37,48980,6080
1.25,52,30.45,98,155.84,5.62,49306,6406
1.19,52,30.45,98,137.32,4.5,49583,6683
1.22,52,30.45,98,154.8,1.12,49878,6978
1.25,52,30.45,98,96.64,2.25,50183,7283
1.28,52,30.45,98,78.1,5.62,50480,7580
1.21,52,30.45,98,73.23,2.25,50784,7884
1.28,52,30.45,99,78.58,4.5,51083,8183
1.25,52,30.45,99,63.42,5.62,51385,8485
1.22,52,30.45,99,102.3,4.5,51703,8803
1.26,52,30.45,99,128.44,3.37,52297,9397
1.27,52,30.45,99,58.21,1.12,52581,9681
1.28,52,30.45,99,154.28,1.12,52884,9984
1.29,52,30.45,99,39.76,2.25,53181,10281
1.29,52,30.45,99,87.88,7.87,53482,10582
1.3,52,30.46,99,136.27,5.62,53783,10883
1.24,52,30.46,99,33.23,0.0,54085,11185
1.28,52,30.46,99,60.79,1.12,54382,11482
1.3,52,30.46,99,117.55,3.37,54679,11779
1.3,52,30.46,100,86.97,2.25,54987,12087
1.27,51,30.46,100,161.01,1.12,55285,12385
1.27,52,30.46,100,140.8,3.37,55582,12682
1.29,51,30.46,100,161.71,1.12,55883,12983
1.26,51,30.47,100,45.76,3.37,56185,13285
1.22,51,30.46,100,85.86,4.5,56483,13583
1.28,51,30.46,99,91.49,2.25,56781,13881
1.27,51,30.46,99,141.73,9.0,57082,14182
1.28,51,30.46,99,166.74,2.25,57380,14480
1.23,51,30.46,99,65.15,1.12,57679,14779
1.28,51,30.46,99,155.89,3.37,57984,15084
1.26,51,30.46,99,113.22,2.25,58284,15384
1.29,51,30.46,99,110.11,2.25,58585,15685
1.28,51,30.46,99,118.88,5.62,58881,15981
1.27,51,30.45,99,95.2,1.12,59179,16279
1.27,51,30.45,99,51.82,2.25,59482,16582
1.28,51,30.45,99,69.45,3.37,59778,16878
1.25,51,30.45,99,147.38,1.12,60082,17182
1.29,51,30.45,99,159.4,4.5,60380,17480
1.26,51,30.45,99,112.21,4.5,60682,17782
1.27,51,30.45,99,72.57,5.62,60982,18082
1.27,51,30.44,99,56.94,4.5,61282,18382
1.26,51,30.44,99,132.98,12.37,61578,18678
1.25,51,30.44,97,146.86,12.37,61881,18981
1.24,51,30.45,96,149.47,7.87,62180,19280
1.23,52,30.45,96,168.89,10.12,62480,19580
1.24,52,30.45,95,129.28,1.12,62782,19882
1.26,52,30.44,95,71.96,5.62,63079,20179
1.23,52,30.44,94,144.18,3.37,63381,20481
1.22,52,30.44,93,152.24,5.62,63683,20783
1.26,52,30.44,92,150.37,7.87,-22416,-65256
1.28,52,30.44,94,188.15,6.75,-20617,-63457
1.24,52,30.44,94,174.44,4.5,-20319,-63159
1.28,52,30.44,94,171.45,2.25,-20020,-62860
1.24,52,30.44,94,171.45,1.12,-19717,-62557
1.26,52,30.44,94,171.45,0.0,-19417,-62257
1.23,52,30.44,95,171.45,2.25,-19115,-61955
1.24,51,30.44,97,26.1,2.25,-18819,-61659
1.24,51,30.43,97,39.23,1.12,-18518,-61358
1.26,51,30.43,98,174.9,2.25,-18218,-61058
1.24,50,30.43,98,168.55,1.12,-17920,-60760
1.22,50,30.43,99,146.52,4.5,-17618,-60458
1.25,50,30.43,99,151.91,3.37,-17318,-60158
1.24,50,30.43,99,159.07,4.5,-17017,-59857
1.24,50,30.43,99,130.5,3.37,-16719,-59559
1.23,50,30.43,100,136.33,1.12,-16418,-59258
1.26,50,30.43,100,120.06,4.5,-16119,-58959
1.25,50,30.43,100,121.56,2.25,-15820,-58660
1.26,50,30.43,100,81.31,3.37,-15514,-58354
1.23,50,30.43,99,53.25,2.25,-15220,-58060
1.24,50,30.43,98,54.23,1.12,-14917,-57757
1.24,51,30.42,98,91.92,4.5,-14620,-57460
1.22,50,30.42,98,125.19,3.37,-14319,-57159
1.26,50,30.42,99,110.51,2.25,-14016,-56856
1.24,50,30.42,99,110.72,0.0,-13718,-56558
1.23,50,30.42,99,114.18,2.25,-13414,-56254
1.22,50,30.42,99,111.58,3.37,-13118,-55958
1.22,50,30.41,98,122.44,3.37,-12817,-55657
1.27,50,30.42,97,126.25,3.37,-12521,-55361
1.21,50,30.41,97,144.92,2.25,-12218,-55058
1.23,50,30.42,96,144.92,1.12,-11916,-54756
1.24,50,30.42,96,13.83,2.25,-11616,-54456
1.24,51,30.42,97,13.97,4.5,-11319,-54159
1.22,50,30.42,98,14.05,1.12,-11020,-53860
1.24,50,30.42,98,14.05,1.12,-10716,-53556
1.22,50,30.41,99,121.59,3.37,-10418,-53258
1.25,50,30.41,99,157.11,3.37,-10118,-52958
1.22,50,30.41,99,159.18,3.37,-9819,-52659
1.23,49,30.41,99,177.44,5.62,-9519,-52359
1.22,49,30.41,100,218.0,5.62,-9221,-52061
1.23,49,30.41,99,214.35,5.62,-8915,-51755
1.27,50,30.41,98,226.31,5.62,-8615,-51455
1.23,50,30.41,95,227.28,4.5,-8320,-51160
1.25,50,30.41,94,234.69,3.37,-8021,-50861
1.23,50,30.41,95,234.88,2.25,-7721,-50561
1.23,50,30.41,97,284.1,0.0,-7418,-50258
1.23,50,30.41,97,284.06,0.0,-7120,-49960
1.23,50,30.41,98,284.06,1.12,-6815,-49655
1.22,49,30.41,97,272.55,3.37,-6514,-49354
1.23,49,30.41,97,183.57,3.37,-6217,-49057
1.22,49,30.41,97,183.56,3.37,-5920,-48760
1.25,49,30.42,97,164.11,6.75,-5618,-48458
1.2,49,30.42,95,173.77,3.37,-5318,-48158
1.24,49,30.42,93,173.76,3.37,-5018,-47858
1.22,49,30.42,93,173.78,3.37,-4720,-47560
1.21,49,30.42,94,175.13,4.5,-4421,-47261
1.22,49,30.42,94,200.35,3.37,-4119,-46959
1.27,49,30.42,93,216.55,2.25,-3820,-46660
1.17,49,30.42,93,216.54,3.37,-3519,-46359
1.23,49,30.42,93,209.98,4.5,-2919,-45759
1.28,49,30.42,92,199.28,3.37,-2619,-45459
1.22,49,30.42,92,199.28,3.37,-2319,-45159
1.23,49,30.42,92,199.26,3.37,-2017,-44857
1.25,49,30.42,93,182.41,4.5,-1720,-44560
1.22,49,30.42,93,179.31,4.5,-1420,-44260
1.26,49,30.43,94,179.31,3.37,-1121,-43961
1.2,49,30.43,94,179.31,3.37,-819,-43659
2.14,49,30.43,94,179.31,3.37,-521,-43361
2.89,49,30.43,94,179.28,3.37,-214,-43054
3.89,49,30.43,94,179.18,3.37,82,-42758
6.56,49,30.43,94,173.87,4.5,378,-42462
9.9,49,30.43,95,153.48,2.25,681,-42159
13.34,49,30.43,94,150.35,3.37,982,-41858
17.64,49,30.43,94,155.49,4.5,1286,-41554
22.22,49,30.43,94,143.0,2.25,1588,-41252
27.56,49,30.43,94,118.41,1.12,1883,-40957
33.48,49,30.44,94,152.97,2.25,2185,-40655
42.89,49,30.44,94,156.2,3.37,2481,-40359
54.1,50,30.43,94,150.26,3.37,2785,-40055
64.29,50,30.43,94,155.12,4.5,3081,-39759
74.13,50,30.44,94,170.83,2.25,3383,-39457
78.17,50,30.44,94,168.22,3.37,3679,-39161
91.94,50,30.44,95,154.01,0.0,3985,-38855
96.15,51,30.44,96,146.12,1.12,4286,-38554
109.24,51,30.44,97,154.84,2.25,4581,-38259
128.14,51,30.44,97,154.87,1.12,4880,-37960
137.29,51,30.44,96,155.77,2.25,5180,-37660
139.08,52,30.44,96,173.6,2.25,5488,-37352
145.86,52,30.44,95,283.84,2.25,5780,-37060
160.45,52,30.45,96,314.99,4.5,6081,-36759
145.01,52,30.45,97,321.26,3.37,6391,-36449
117.65,52,30.45,99,321.2,1.12,6683,-36157
102.52,52,30.45,99,336.0,0.0,6979,-35861
101.31,52,30.45,100,336.0,0.0,7280,-35560
99.63,52,30.45,100,335.99,0.0,7582,-35258
111.82,52,30.45,100,335.99,0.0,7893,-34947
124.41,52,30.45,100,335.99,0.0,8180,-34660
177.76,52,30.46,100,335.99,1.12,8479,-34361
277.24,52,30.46,100,335.99,1.12,8786,-34054
530.68,53,30.46,100,335.99,2.25,9082,-33758
339.48,53,30.47,100,335.97,1.12,9379,-33461
280.81,53,30.47,100,30.43,3.37,9682,-33158
159.62,53,30.47,100,73.3,3.37,9979,-32861
145.26,54,30.47,100,161.04,0.0,10279,-32561
150.1,54,30.47,100,127.82,2.25,10584,-32256
401.99,54,30.47,100,125.97,3.37,10897,-31943
277.35,54,30.47,100,65.68,3.37,11184,-31656
203.02,54,30.47,100,69.82,4.5,11480,-31360
529.87,54,30.47,100,47.38,6.75,11780,-31060
819.32,55,30.47,100,39.62,3.37,12089,-30751
681.2,55,30.47,101,37.88,3.37,12385,-30455
479.24,55,30.47,100,65.37,3.37,12680,-30160
483.16,55,30.47,99,59.13,4.5,12980,-29860
676.14,56,30.47,98,58.86,1.12,13282,-29558
776.23,56,30.47,97,31.58,5.62,13581,-29259
588.3,56,30.47,96,17.23,2.25,13883,-28957
310.1,56,30.47,97,80.49,3.37,14182,-28658
407.71,56,30.47,98,1.5,4.5,14484,-28356
265.77,56,30.47,98,11.62,4.5,14780,-28060
836.17,56,30.47,99,51.97,0.0,15092,-27748
421.02,56,30.47,99,7.03,3.37,15379,-27461
333.9,56,30.47,99,8.27,2.25,15685,-27155
674.75,56,30.47,100,359.43,3.37,15981,-26859
396.31,57,30.47,100,0.11,5.62,16281,-26559
272.2,57,30.47,99,359.92,3.37,16586,-26254
224.55,57,30.47,99,357.69,9.0,16881,-25959
414.67,56,30.47,99,8.02,7.87,17178,-25662
150.14,56,30.47,100,2.2,7.87,17482,-25358
125.34,55,30.46,100,0.69,5.62,17785,-25055
111.73,55,30.46,100,359.93,7.87,18079,-24761
84.75,55,30.46,100,193.75,2.25,18379,-24461
102.16,55,30.46,100,8.24,5.62,18681,-24159
77.62,55,30.46,101,40.22,3.37,18982,-23858
148.52,55,30.46,101,43.22,4.5,19281,-23559
275.39,55,30.46,101,23.08,6.75,19584,-23256
319.64,55,30.46,101,19.05,5.62,19885,-22955
396.32,55,30.45,101,23.31,6.75,20180,-22660
194.4,56,30.45,101,2.31,4.5,20479,-22361
259.7,56,30.45,101,27.54,5.62,20780,-22060
370.53,56,30.45,101,0.28,3.37,21082,-21758
258.9,56,30.45,101,48.83,3.37,21383,-21457
627.9,56,30.45,102,62.46,3.37,21681,-21159
578.67,56,30.45,102,0.12,5.62,21985,-20855
712.2,56,30.45,102,16.91,4.5,22283,-20557
196.19,56,30.45,102,12.23,7.87,22581,-20259
325.41,56,30.44,102,14.42,3.37,22881,-19959
322.1,56,30.44,102,63.43,6.75,23186,-19654
269.84,56,30.44,102,274.77,2.25,23483,-19357
375.0,56,30.44,102,12.3,9.0,23779,-19061
1064.11,56,30.44,102,16.98,6.75,24079,-18761
566.85,56,30.44,102,17.3,9.0,24384,-18456
216.92,57,30.43,102,42.33,10.12,24681,-18159
187.41,56,30.43,101,27.96,10.12,24982,-17858
187.28,56,30.43,101,73.27,7.87,25278,-17562
141.41,56,30.43,101,359.93,4.5,25581,-17259
203.99,55,30.43,101,359.92,3.37,25882,-16958
165.3,55,30.43,101,36.53,13.5,26179,-16661
297.09,55,30.43,101,44.1,5.62,26483,-16357
202.78,55,30.42,101,1.59,3.37,26783,-16057
231.19,55,30.42,102,23.12,2.25,27082,-15758
155.94,55,30.42,102,17.2,5.62,27381,-15459
145.41,55,30.42,102,21.39,6.75,27680,-15160
171.65,55,30.42,102,45.28,4.5,27978,-14862
106.33,55,30.42,102,37.4,6.75,28280,-14560
131.46,55,30.41,102,47.91,3.37,28580,-14260
138.26,55,30.42,102,19.54,3.37,28881,-13959
211.64,55,30.42,102,21.7,2.25,29178,-13662
312.47,55,30.41,102,85.43,4.5,29483,-13357
543.01,56,30.41,102,0.16,2.25,29780,-13060
213.39,56,30.41,102,172.96,10.12,30083,-12757
247.14,56,30.41,102,48.42,9.0,30386,-12454
314.97,56,30.41,102,76.49,4.5,30684,-12156
240.28,56,30.42,102,150.72,6.75,30983,-11857
152.4,55,30.41,102,49.18,6.75,31284,-11556
